num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,longitud,latitud,positiva_alcohol,positiva_droga
2024S012625,07/04/2024,1:10:00,"CALL. OCA, 15",15,11,CARABANCHEL,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.7340014743,40.389482504534136,true,false
2024S012662,07/04/2024,10:06:00,CALL. SAN ERNESTO / CALL. MARCENADO,2,5,CHAMARTÍN,Colisión lateral,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.67414480631,40.449396762790705,false,false
2024S012709,07/04/2024,22:40:00,"AVDA. ENTREVIAS, 2",2,13,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,-3.67212258912,40.38960647855125,false,false
2024S012728,08/04/2024,10:25:00,"AVDA. LOS ROSALES, 408",408,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.66026380507,40.32864685489575,false,false
2024S012822,09/04/2024,14:25:00,AVDA. GRAN VIA DE VILLAVERDE / CALL. PATERNA,10,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.68469199083,40.348649341147905,false,false
2024S012851,09/04/2024,20:50:00,PASEO. DELICIAS / CALL. PALOS DE LA FRONTERA,44A,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69378592246,40.40297412892014,false,false
2024S012910,09/04/2024,21:52:00,CAMPOTEJAR N15,15,12,USERA,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70335042438,40.36969082138974,false,false
2024S013122,12/04/2024,13:30:00,"CALL. DOCTOR ESQUERDO, 130",130,3,RETIRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.67029267036,40.40705868141958,false,false
2024S013122,12/04/2024,13:30:00,"CALL. DOCTOR ESQUERDO, 130",130,3,RETIRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,14,Sin asistencia sanitaria,-3.67029267036,40.40705868141958,false,false
2024S013235,12/04/2024,14:30:00,PLAZA. REPUBLICA DOMINICANA / CALL. PRINCIPE DE VERGARA,3,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.67698229112,40.45834412854907,false,false
2024S013259,13/04/2024,11:15:00,PASEO. RUPERTO CHAPI / PASEO. CAMOENS Y VALERO,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.72805768096,40.43270943531193,false,false
2024S013285,13/04/2024,16:20:00,"CALL. GENOVA, 28",28,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69186094683,40.42558936970003,false,false
2024S013328,13/04/2024,23:50:00,PLAZA. JOSE MARIA SOLER / AVDA. ALFONSO XIII,7,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.66841792949,40.459357932203666,false,false
2024S013385,14/04/2024,12:15:00,PASEO. PIÑONERO / CMNO. GARABITAS,3,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.73770106224,40.43049514822089,false,false
2024S013418,13/04/2024,20:33:00,CALL. AUGUSTO FIGUEROA / CALL. VALGAME DIOS,43,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,1,Atención en urgencias sin posterior ingreso,-3.69665712829,40.42199299055795,false,false
2024S013450,14/04/2024,1:30:00,"CALL. SANTA ENGRACIA, 125",125,7,CHAMBERÍ,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,-3.7006674404,40.439266078258065,false,false
2024S013460,15/04/2024,8:20:00,PASEO. MELANCOLICOS / PNTE. SAN ISIDRO,51,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.72072493269,40.40403458030143,false,false
2024S013525,15/04/2024,19:13:00,"CALL. ALFONSO XII, 54",54,3,RETIRO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,-3.68882172094,40.40962547046365,false,false
2024S013547,16/04/2024,8:00:00,CALL. FRANCISCO SILVELA / METRO. AVENIDA DE AMERICA,82,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67714880429,40.437334158862505,false,false
2024S013582,16/04/2024,13:45:00,"CALL. SENDA DEL INFANTE, 22",22,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.72020749916,40.48919979971123,false,false
2024S013789,18/04/2024,11:40:00,"AVDA. COMUNIDADES, 1",1,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.61017536125,40.38872471271563,false,false
2024S013878,18/04/2024,22:10:00,CALL. ALCALA / CALL. RUFINO BLANCO,156,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.66744185243,40.428651852205256,false,false
2024S013924,19/04/2024,14:20:00,CALL. MARIA DE MOLINA / PASEO. CASTELLANA,1,5,CHAMARTÍN,Colisión múltiple,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.68986461219,40.43788059860995,false,false
2024S013926,19/04/2024,15:05:00,"CALL. FERNANDO EL CATOLICO, 17",17,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.70813396948,40.433923284021624,false,false
2024S013979,19/04/2024,21:00:00,CALL. MAR ADRIATICO / CALL. CHAPARRAL,4,16,HORTALEZA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.63902735225,40.47067727746805,true,false
2024S014018,20/04/2024,4:51:00,"AVDA. CIUDAD DE BARCELONA, 85",85,3,RETIRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,4,Fallecido 24 horas,-3.67323239954,40.40048299748278,false,false
2024S014079,20/04/2024,11:45:00,"AUTOV. M-607, +01200S",+01200S,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,-3.68466446465,40.51796507954641,false,false
2024S014079,20/04/2024,11:45:00,"AUTOV. M-607, +01200S",+01200S,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,-3.68466446465,40.51796507954641,false,false
2024S014085,20/04/2024,13:30:00,CALL. ALCALA / CALL. JORGE JUAN,90,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,-3.67871929754,40.42349608933206,false,false
2024S014091,20/04/2024,14:30:00,"CALL. GENOVA, 1",1,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69141264212,40.42555601553109,false,false
2024S014102,20/04/2024,15:34:00,"AUTOV. M-30, 16XC12",16XC12,11,CARABANCHEL,Alcance,Se desconoce,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,-3.72091717179,40.39996128682952,false,false
2024S014112,20/04/2024,20:10:00,PASEO. EXTREMADURA / CALL. JAIME VERA,34,10,LATINA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.72887656395,40.41355108873112,false,false
2024S014126,21/04/2024,1:15:00,"CALL. BARCELO, 2",2,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.70003031662,40.42672037515761,false,false
2024S014182,21/04/2024,15:20:00,"AUTOV. M-40, +00070E",+00070E,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.65195853711,40.50749669697283,false,false
2024S014200,21/04/2024,21:15:00,"CALL. PORTUGALETE, 2",2,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.63671250439,40.4254017385836,false,false
2024S014245,22/04/2024,12:54:00,PASEO. RUPERTO CHAPI / AVDA. SENECA,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.73330840332,40.43418976150433,false,false
2024S014281,22/04/2024,21:18:00,"AVDA. ENTREVIAS, 86",86,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.66525520416,40.378997430064665,false,false
2024S014282,22/04/2024,22:15:00,CALL. ARROYOFRESNO / AVDA. CARDENAL HERRERA ORIA,24,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.74158790088,40.47628992267743,false,false
2024S014382,23/04/2024,13:25:00,CALL. HOYOS DEL ESPINO / AVDA. MIRAFLORES,1,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.73118939049,40.46821208594856,false,false
2024S014404,24/04/2024,11:45:00,CALL. OBANOS / CALL. OBANOS,6A,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Mujer,2,Ingreso inferior o igual a 24 horas,-3.67579685634,40.49774723220596,false,false
2024S014650,25/04/2024,21:25:00,PASEO. PRADO / PLAZA. EMPERADOR CARLOS V,13,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69176179033,40.40900431052702,false,false
2024S014692,27/04/2024,2:38:00,CALL. VILLAAMIL / CALL. ALONSO NUÑEZ,21,6,TETUÁN,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,-3.70696643735,40.4586511148519,false,false
2024S014943,28/04/2024,10:24:00,PARQUE DEL RETIRO,2,3,RETIRO,Atropello a animal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.68326860733,40.41291969891127,false,false
2024S014943,28/04/2024,10:24:00,PARQUE DEL RETIRO,2,3,RETIRO,Atropello a animal,Despejado,Bicicleta,Peatón,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,-3.68326860733,40.41291969891127,false,false
2024S014954,27/04/2024,21:40:00,CALL. GENERAL ORAA / CALL. HERMANOS BECQUER,3,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.68752400847,40.436128775334865,false,false
2024S014977,28/04/2024,20:45:00,"CALL. ANTONIO DE LEYVA, 76A",76A,11,CARABANCHEL,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.71603759217,40.38985640112475,false,false
2024S015078,25/04/2024,11:05:00,"CALL. RAMON PEREZ DE AYALA, 8",8,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.65468198021,40.3978237291135,false,false
2024S015080,30/04/2024,2:25:00,"CALL. PRECIADOS, 23",23,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,-3.70614503485,40.41961109816411,false,false
2024S015155,30/04/2024,23:05:00,CALL. ARCOS DE JALON / CALL. SAN ROMAN DEL VALLE,20,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.62161614303,40.42079017493173,false,false
2024S015160,30/04/2024,22:20:00,GTA. PUERTA DE TOLEDO / PASEO. PONTONES,1,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.7118999477,40.406440616676875,false,false
2024S015212,01/05/2024,11:00:00,CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO / VIA CICLISTA - PK 14.200,20,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,-3.73484615197,40.49309859855037,false,false
2024S015212,01/05/2024,11:00:00,CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO / VIA CICLISTA - PK 14.200,20,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.73484615197,40.49309859855037,false,false
2024S015212,01/05/2024,11:00:00,CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO / VIA CICLISTA - PK 14.200,20,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.73484615197,40.49309859855037,false,false
2024S015292,02/05/2024,12:55:00,"CALL. MALMOE, 29",29,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.62657325829,40.41511473345129,false,false
2024S015304,02/05/2024,19:30:00,"AVDA. CIUDAD DE BARCELONA, 107",107,3,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.67100530419,40.39930674480284,false,true
2024S015385,03/05/2024,23:00:00,"CALL. BRAVO MURILLO, 201",201,6,TETUÁN,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,-3.70274218939,40.45507328147539,false,false
2024S015385,03/05/2024,23:00:00,"CALL. BRAVO MURILLO, 201",201,6,TETUÁN,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,2,Ingreso inferior o igual a 24 horas,-3.70274218939,40.45507328147539,false,false
2024S015444,04/05/2024,12:20:00,"CTRA. CIUDAD UNIVERSITARIA, 0",0,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.75834507845,40.419028235233384,false,false
2024S015444,04/05/2024,12:20:00,"CTRA. CIUDAD UNIVERSITARIA, 0",0,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.75834507845,40.419028235233384,false,false
2024S015448,04/05/2024,13:30:00,"CALL. RIBERA DE CURTIDORES, 21",21,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70732440299,40.408414654214006,false,false
2024S015468,04/05/2024,17:45:00,"AUTOV. M-607, +02000S",+02000S,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70863664621,40.573693394781664,false,false
2024S015477,04/05/2024,21:30:00,AVDA. PABLO IGLESIAS / DE JUAN XXIII,55,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.71077665396,40.450880023757925,false,false
2024S015479,04/05/2024,22:40:00,"CALL. PUERTO DEL MONASTERIO, 28",28,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.66220748838,40.39378084065786,true,false
2024S015525,05/05/2024,13:30:00,"CRA. SAN JERONIMO, 46",46,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.69771762057,40.41624783647341,false,false
2024S015557,05/05/2024,21:25:00,CALL. CRISTOBAL BORDIU / CALL. MODESTO LAFUENTE,52,7,CHAMBERÍ,Caída,LLuvia intensa,Bicicleta,Conductor,De 21 a 24 años,Mujer,1,Atención en urgencias sin posterior ingreso,-3.69602372673,40.442879715617096,false,false
2024S015584,06/05/2024,8:05:00,"PASEO. EXTREMADURA, 9",9,10,LATINA,Caída,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.72589800394,40.41386712606976,false,false
2024S015596,06/05/2024,9:44:00,"CALL. PRINCIPE DE VERGARA, 146",146,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.6781203046,40.44601315172289,false,false
2024S015606,06/05/2024,9:50:00,CALL. ALCALA / CALL. PASTRANA,460,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.63446928445,40.438837539535214,false,false
2024S015664,07/05/2024,9:15:00,"CALL. BENEFICENCIA, 14",14,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.6991520375,40.42614911203187,false,false
2024S015679,07/05/2024,12:20:00,"AVDA. VENTISQUERO DE LA CONDESA, 39",39,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,14,Sin asistencia sanitaria,-3.71619135425,40.491017533835695,false,false
2024S015770,08/05/2024,12:25:00,CALL. MANUEL LUNA / CALL. LERIDA,19,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70053261165,40.45467228019366,false,false
2024S015844,09/05/2024,11:15:00,"GTA. VALLE DE ORO, 3",3,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.73112788247,40.388509711019196,false,false
2024S015892,09/05/2024,19:40:00,CALL. ARROYO DEL OLIVAR / CALL. PEDRO ESCUDERO,40,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.65500848643,40.38895693227781,false,false
2024S015963,10/05/2024,16:00:00,CALL. COSTA RICA / AUTOV. M-30,29,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.66659301594,40.45968378524178,false,false
2024S015969,10/05/2024,17:41:00,CTRA. ESTACION DE HORTALEZA / CALL. MANUEL CHAVES NOGALES,1,16,HORTALEZA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.65404617631,40.47696260812661,false,false
2024S015969,10/05/2024,17:41:00,CTRA. ESTACION DE HORTALEZA / CALL. MANUEL CHAVES NOGALES,1,16,HORTALEZA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,Menor de 5 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.65404617631,40.47696260812661,false,false
2024S015983,10/05/2024,19:27:00,"PASEO. CASTELLANA, 126",126,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.69045778244,40.449759934801946,false,false
2024S016072,11/05/2024,13:50:00,CALL. ANTRACITA / CALL. BRONCE,14A,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.68785527742,40.391099561650265,false,false
2024S016074,11/05/2024,13:50:00,CASA DE CAMPO,0,10,LATINA,Atropello a persona,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,7,Asistencia sanitaria sólo en el lugar del accidente,-3.74491367288,40.417448885442006,false,false
2024S016074,11/05/2024,13:50:00,CASA DE CAMPO,0,10,LATINA,Atropello a persona,Despejado,Bicicleta,Peatón,De 40 a 44 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.74491367288,40.417448885442006,false,false
2024S016097,11/05/2024,22:40:00,"CALL. INFANTA MARIA TERESA, 2",2,5,CHAMARTÍN,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 60 a 64 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.68283746731,40.45420158947177,false,false
2024S016169,11/05/2024,13:30:00,AVDA. ANDES / AUTOV. M-40,31,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.61797251932,40.45799899450459,false,false
2024S016203,12/05/2024,22:30:00,GTA. MARQUES DE VADILLO / PSRL. SUR DEL PUENTE DE TOLEDO,1,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,14,Sin asistencia sanitaria,-3.71596963432,40.397901924869025,true,false
2024S016203,12/05/2024,22:30:00,GTA. MARQUES DE VADILLO / PSRL. SUR DEL PUENTE DE TOLEDO,1,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 70 a 74 años,Mujer,2,Ingreso inferior o igual a 24 horas,-3.71596963432,40.397901924869025,false,false
2024S016267,13/05/2024,16:30:00,"CALL. BRAVO MURILLO, 298",298,6,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69734646744,40.462475304275614,false,false
2024S016274,13/05/2024,18:10:00,CALL. LOPEZ DE HOYOS / CALL. OLIMPIO LOPEZ,450,16,HORTALEZA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.65328618332,40.467930907683126,false,false
2024S016297,14/05/2024,1:15:00,PASEO LOS OLMOS CON ORTEGA Y MUNILLA,19,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.710224799,40.40291936743842,false,false
2024S016348,13/05/2024,20:40:00,"CALL. RECESVINTO, 10",10,11,CARABANCHEL,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.72735931456,40.39523622793031,false,false
2024S016358,14/05/2024,20:00:00,AVDA. JUAN ANTONIO SAMARANCH / CALL. JOSE ANTONIO CODERCH,151,16,HORTALEZA,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.62157348043,40.49422279321092,false,false
2024S016410,14/05/2024,8:20:00,"CALL. JULIO CANO LASSO, 4",4,21,BARAJAS,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.60518688102,40.48157109406464,false,false
2024S016422,15/05/2024,13:35:00,"PASEO. PONTONES, 20A",20A,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.7181101399,40.404167967375855,false,false
2024S016447,15/05/2024,20:45:00,"CALL. RUIZ DE ALARCON, 27",27,3,RETIRO,Colisión fronto-lateral,Desconocido,Bicicleta,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,-3.6914462304,40.41271792890276,false,false
2024S016452,15/05/2024,18:30:00,CALL. TOLEDO / CALL. COLEGIATA,35,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,2,Ingreso inferior o igual a 24 horas,-3.70749225031,40.41318842403259,false,false
2024S016534,16/05/2024,21:30:00,CALL. BRETON DE LOS HERREROS / CALL. ALONSO CANO,35,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69768732555,40.43955437268976,false,false
2024S016536,16/05/2024,21:22:00,"CALL. REYES, 11",11,1,CENTRO,Colisión frontal,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.70817489017,40.42433743388451,false,false
2024S016554,17/05/2024,0:00:00,CALL. ANTONIO DE LEYVA / GTA. MARQUES DE VADILLO,1,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.71549450403,40.397544503175965,false,false
2024S016600,17/05/2024,17:25:00,"AVDA. NUESTRA SEÑORA DE VALVANERA, 153",153,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.74158591519,40.39347918437085,false,false
