PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,tieneInternetPublico,tieneWifi,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD 1,ACCESIBILIDAD 2,ACCESIBILIDAD 3,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,direccion_completa,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,barrio_slug,COD-DISTRITO,DISTRITO,distrito_slug,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
79941,Biblioteca Pública Municipal Gloria Fuertes (barajas),"La Biblioteca Pública Municipal Gloria Fuertes fue inaugurada en octubre del año 2001 asistiendo al acto el entonces alcalde, José María Álvarez del Manzano. El edificio es un proyecto de nueva planta de la arquitecta Carmen Blanco Hernández para albergar un centro cultural y la única biblioteca que, en la actualidad, presta servicio a los vecinos del distrito de Barajas. Desde los grandes ventanales que recorren la primera y segunda planta, donde se ubica la biblioteca, se aprecian los restos del reconstruido castillo de los Zapata, único que se conserva en el término municipal de Madrid, y un extenso olivar que pone límite al moderno Parque Juan Carlos I.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,Metro: Alameda de Osuna (línea 5),Superficie: 672 metros cuadrados.  Puestos de lectura: 119  Puestos de Internet: 9    Puestos de la sala polivalente   : 30,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f64c2c6e051c010VgnVCM2000000c205a0aRCRD,LOGROÑO,AVENIDA,AVENIDA LOGROÑO 179,V,179,,,,,MADRID,MADRID,28042,5,Corralejos,corralejos,21,Barajas,barajas,449661,4479046,40.46055947228695,-3.5937461811785347,91 312 02 58,,bpgloriafuertes@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1750,Biblioteca Pública Municipal Huerta De La Salud (hortaleza),"Su antecedente fue una pequeña biblioteca que había en la calle de Santa Virgilia y dependía de la Junta de Distrito. En enero de 1987 se inaugura el centro actual dentro del parque Huerta de la Salud, situado en los terrenos de una antigua quinta cuyos orígenes se remontan al siglo XVIII. Esta quinta fue a principios del siglo XX un próspero negocio agropecuario con nuevos y originales elementos arquitectónicos, entre los que destacaba el silo, ahora emblema de Hortaleza. Caída la quinta en el abandono poco antes de la Guerra Civil, se derribaron a principios de los años ochenta algunas de sus construcciones, como el mirador o palomar y el granero, y solo quedaron, al menos en parte, tres edificaciones. La biblioteca ocupó la estructura rehabilitada de uno de ellos, donde habían estado los establos del recinto, compartiendo espacio con el Centro Cultural Huerta de la Salud. En 1995, se traslada a otra construcción de la antigua quinta, donde se encuentra actualmente. El edificio -conocido como el corredor- había servido para guardar arados y herramientas y para dormir parte del personal. En 2006 y 2007 se realiza una profunda reforma y adquiere su actual fisonomía. Por su historia, el edificio de la biblioteca conserva cierto aire arquitectónico rural. En octubre de 2018, su suerte se unió a la tercera construcción histórica del conjunto: el Silo, al que se había añadido un magnífico mirador a principios del siglo XXI y donde se realizan algunas actividades de la biblioteca.     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,Metro: Parque de Santa María (línea 4),Superficie: 450 metros cuadrados.  Puestos de lectura: 77  Puestos de Internet: 7,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c5879262ef5d010VgnVCM1000000b205a0aRCRD,MAR DE LAS ANTILLAS,CALLE,CALLE MAR DE LAS ANTILLAS 10,V,10,,,,,MADRID,MADRID,28033,4,Pinar Del Rey,pinar-del-rey,16,Hortaleza,hortaleza,445295,4480968,40.47571688103069,-3.64667257750353,91 764 52 43,,bphuertasalud@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
5975465,Biblioteca Pública Municipal Iván De Vargas (centro),"La Biblioteca Pública Municipal Iván de Vargas fue inaugurada el 28 de febrero de 2011. Se encuentra situada en el corazón del Madrid de los Austrias y ocupa el espacio de un antiguo caserón perteneciente a uno de los linajes más antiguos de Madrid: los Vargas, siendo Iván de Vargas señor del patrón de la ciudad, San Isidro Labrador. Fue proyectada por el arquitecto Ramón Andrade y responde a un diálogo entre tradición y vanguardia utilizando granito, cristal y madera. Destacan en el interior dos magnolios centenarios y el brocal de un pozo con una imagen medieval labrada de San Isidro.  Por sus raíces históricas en la ciudad, la Biblioteca dispone de una sala de lectura especializada en fondos documentales sobre Madrid y cuenta actualmente con un depósito por 4 años del Centro Sefarad: la Biblioteca Isaac Revah sobre cultura judía, sociedad, literatura, etc. Cuenta también con una destacada colección de fanzines formada por donaciones de artistas que han participado en presentaciones y festivales de fanzines realizados en la biblioteca. Se pueden consultar todos los títulos en  este enlace .    Perfil en Instagram     Canal de WhatsApp","Apertura de lunes a domingo.  Horario: de lunes a viernes de 8:30 a 21 horas; sábados y domingos de 8:30 a 15 horas.   Verano (del 15 de junio al 15 de septiembre): de lunes a viernes de 8:30 a 20 horas; sábados y domingos de 8:30 a 14 horas.   Cerrado: festivos, Semana Santa (de jueves a domingo), los dos últimos fines de semana de julio y los fines de semana de agosto, el 24 y 31 de diciembre.","equipos de autopréstamo. préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios. buzón exterior para devolución de fondos 24 horas.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,"Metro: Sol (líneas 1, 2 y 3), Latina (línea 5) y Ópera (línea 2) Cercanías Renfe: Sol (líneas C3 y C4)",Superficie:  2.884 metros cuadrados.  Puestos de lectura:  132  Puestos de Internet:  17    Puestos de la sala polivalente   : 60  Sala Madrid.,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD,SAN JUSTO,CALLE,CALLE SAN JUSTO 5,V,5,,,,,MADRID,MADRID,28005,1,Palacio,palacio,1,Centro,centro,439775,4473962,40.41410290844665,-3.7098591212735883,917 586 211,,bpivandevargas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
115056,Biblioteca Pública Municipal José Hierro (san Blas-canillejas),"La Biblioteca Pública Municipal José Hierro fue inaugurada el 11 de marzo de 2003, asistiendo a la inauguración la viuda del escritor y el entonces alcalde José María Álvarez del Manzano. Se trata de un edificio próximo a la Junta de Distrito, con la que comparte un amplio espacio ajardinado.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"equipos de autopréstamo. préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,Metro: Las Musas (línea 7),Superficie: 1.866 metros cuadrados.  Puestos de lectura: 227  Puestos de Internet: 13   Puestos de la sala polivalente   : 62,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD,MARIA SEVILLA DIAGO,CALLE,CALLE MARIA SEVILLA DIAGO 15,V,15,,,,,MADRID,MADRID,28022,5,Rosas,rosas,20,San Blas-canillejas,san-blas-canillejas,448214,4476029,40.433291625973624,-3.6105662311927453,91 313 55 28 / 91 313 55 31,,bpjosehierro@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1790,Biblioteca Pública Municipal José Saramago (fuencarral-el Pardo),"La Biblioteca Municipal José Saramago se inauguró el 5 de noviembre de 1990, con el nombre de Biblioteca de la Vaguada. El origen es la antigua Biblioteca de Peñagrande situada en el Centro Cultural Rafael de León. Las instalaciones eran insuficientes para uno de los distritos más grandes de Madrid, y gracias al proyecto del Centro Cívico de La Vaguada se subsanó, por un lado la falta de espacio y por otro se mejoró su ubicación al situarse junto al Centro Comercial La Vaguada. El edificio forma parte de un proyecto diseñado en 1982 por los arquitectos Javier San José Marqués y Jordi Parcerisas Vázquez. La organización del edificio se realizó por medio de una secuencia de arcos que unían entre sí los diferentes espacios. En el año 2011 cambio su denominación por la actual de José Saramago.    Página en Facebook      Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",false,true,"Metro: Barrio del Pilar (línea 9), Peñagrande (línea 7)",Superficie: 1.276 metros cuadrados.  Puestos de lectura: 204  Puestos de Internet: 16 Puestos de la  sala polivalente : 76   Sala de trabajo en grupo.,1,5,6,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD,MONFORTE DE LEMOS,AVENIDA,AVENIDA MONFORTE DE LEMOS 38,V,38,,,,,MADRID,MADRID,28029,4,El Pilar,el-pilar,8,Fuencarral-el Pardo,fuencarral-el-pardo,439867,4481122,40.47860087334554,-3.7094408342979954,91 588 68 91,,bpjosesaramago@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1756,Biblioteca Pública Municipal La Chata (carabanchel),"La Biblioteca Pública La Chata abrió sus puertas por primera vez al público el Día de la Biblioteca, 24 de octubre, de 2005. Posteriormente, ll 13 de agosto de 2006, el Alcalde Ruiz-Gallardón, acompañado por la Concejala de Las Artes, Alicia Moreno, procedió a su inauguración oficial. El nombre de la biblioteca, La Chata, alude a Isabel de Borbón, hermana de Alfonso XII, que acudía regularmente a Carabanchel por ser una gran amante de los toros y a la Finca Vista Alegre que pertenecía a la familia real. También alude al nombre popular de la plaza de toros de Vista Alegre, denominada así por ser muy baja, achatada. Por lo tanto es un nombre muy &amp;ldquo;carabanchelero&amp;rdquo;.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia, revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,"Metro: Eugenia de Montijo, Carabanchel (línea 5)",Superficie: 1.600 metros cuadrados  Puestos de lectura: 223  Puestos de Internet: 17,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9a879262ef5d010VgnVCM1000000b205a0aRCRD,GENERAL RICARDOS,CALLE,CALLE GENERAL RICARDOS 252,NUM,252,,,,Antiguo Mercado de Carabanchel,MADRID,MADRID,28025,4,Vista Alegre,vista-alegre,11,Carabanchel,carabanchel,437014,4470566,40.38330593504341,-3.7420633861175796,91 422 05 33,,bplachata@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
51849,Biblioteca Pública Municipal La Elipa (ciudad Lineal),"La Biblioteca Pública Municipal La Elipa fue inaugurada en el año 2000. Su origen se remonta a la Biblioteca Pública de Quintana, que estaba situada en el Centro Cultural Sambara. En el año 2000 se trasladó a su actual ubicación, en lo que era el antiguo Colegio Islas Filipinas, del que tomaría su nombre. Permanece cerrada entre otoño de 2007 y primavera de 2009, reformándose para mejorar su accesibilidad y reabriendo sus puertas en marzo de ese año. Se denomina Biblioteca Municipal Islas Filipinas hasta octubre de 2016, que a instancia de los vecinos del barrio, y de acuerdo a los informes elaborados por la Dirección General de Bibliotecas, es aprobado el cambio de denominación en el Pleno de la Junta Municipal de Ciudad Lineal. Actualmente la biblioteca toma el nombre del barrio en el que está ubicada y al cual presta servicio.    Página en Facebook",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,Metro: La Elipa (línea 2),Superficie: 980 metros cuadrados  Puestos de lectura: 102  Puestos de Internet: 10,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD,NUESTRA SE&amp;Ntilde;ORA DEL VILLAR,CALLE,CALLE NUESTRA SE&amp;Ntilde;ORA DEL VILLAR 6,V,6,,,,,MADRID,MADRID,28017,1,Ventas,ventas,15,Ciudad Lineal,ciudad-lineal,444705,4474959,40.42343352863466,-3.6518288644365704,91 403 63 22,,bplaelipa@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
185595,Biblioteca Pública Municipal Manuel Vázquez Montalbán (tetuán),"La Biblioteca Manuel Vázquez Montalbán se abrió al público el 4 de agosto de 2006. Se trata de un edificio diseñado por la arquitecta Isabel Huete Chugunowa, en el que comparten instalaciones la biblioteca y una Escuela Municipal de Música.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"equipos de autopréstamo. préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,Metro: Francos Rodríguez (línea 7),Superficie: 1.372 metros cuadrados  Puestos de lectura: 151  Puestos de Internet: 11   Puestos de la sala polivalente   : 40,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5ca89e2c9e5d010VgnVCM1000000b205a0aRCRD,FRANCOS RODRIGUEZ,CALLE,CALLE FRANCOS RODRIGUEZ 67,V,67,,,,,MADRID,MADRID,28039,1,Bellas Vistas,bellas-vistas,6,Tetuan,tetuan,439755,4478779,40.45749513485957,-3.710539712535917,"91 398 07 23                                                                                                                                     
91 398 07 26",,bpvazquezmontalban@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
7697128,Biblioteca Pública Municipal Mario Vargas Llosa (centro),"La Biblioteca Mario Vargas Llosa fue inaugurada por el Premio Nobel de Literatura que le da su nombre el 17 de noviembre del 2014. La biblioteca tiene su origen en la remodelación del complejo Barceló que incluye un mercado, que sustituye al que existía antiguamente, un polideportivo, un parking y la biblioteca.     Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"equipos de autopréstamo. préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,"Metro: Alonso Martínez (línea 10), Tribunal (líneas 1 y 10)","Superficie: 1.589,46 metros cuadrados  Puestos de lectura: 122  Puestos de Internet: 21   Puestos sala polivalente   : 20",1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD,BARCELO,CALLE,CALLE BARCELO 4,V,4,,,,,MADRID,MADRID,28004,4,Justicia,justicia,1,Centro,centro,440645,4475347,40.426642215368176,-3.699722994908341,914 802 433,,bpvargasllosa@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
10395362,Biblioteca Pública Municipal María Lejárraga (hortaleza),"La Dirección General de Bibliotecas, en colaboración con la Alcaldía del Ayuntamiento de Madrid, decidieron asignar el nombre de María Lejárraga a la biblioteca abierta en el Centro Cultural Sanchinarro el 12 de junio del 2017. Esta denominación viene a dar continuidad a la misión de asignar a la bibliotecas con nombres de escritores y escritoras de época contemporánea que hayan tenido especial trascendencia en el mundo de las letras.    Página en Facebook     Canal de WhatsApp","Apertura de lunes a domingo.  Horario: de lunes a viernes de 8:30 a 21 horas; sábados y domingos de 8:30 a 15 horas. Verano (del 15 de junio al 15 de septiembre): de lunes a viernes de 8:30 a 20 horas; sábados y domingos de 8:30 a 14 horas. Cerrado: festivos, Semana Santa (de jueves a domingo), los dos últimos fines de semana de julio y los fines de semana de agosto, el 24 y 31 de diciembre.   Sala de Estudio: de lunes a viernes de 9 a 22 horas. Sábados, domingos y festivos: de 10 a 22 horas.","préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,Metro: Blasco Ibáñez y Virgen del Cortijo (línea C2 Metro Ligero),Superficie: 982 metros cuadrados  Puestos de lectura: 168  Puestos de Internet: 25  Puestos de la sala polivalente: 50,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d862492de8c8c510VgnVCM2000001f4a900aRCRD,PRINCESA DE EBOLI,CALLE,CALLE PRINCESA DE EBOLI 29,V,29,,,,,MADRID,MADRID,28050,6,Valdefuentes,valdefuentes,16,Hortaleza,hortaleza,444461,4482397,40.49041562546542,-3.655356751728003,91 513 33 83,,bpmarialejarraga@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1759,Biblioteca Pública Municipal María Zambrano (tetuán),"La Biblioteca Pública Municipal María Zambrano se inauguró el 29 de octubre de 2010 dentro del Centro Cultural Eduardo Úrculo (inaugurado a su vez el 15 de octubre de 2009), en el barrio de Ventilla, dentro del distrito de Tetuán en Madrid. Al acto acudieron el alcalde Alberto Ruiz Gallardón y la Delegada del Área de Las Artes Alicia Moreno. Esta biblioteca es consecuencia de la necesidad de ampliar la Biblioteca de Tetuán, situada en el antiguo edificio de la Junta Municipal del mismo nombre (Bravo Murillo 357).  La Biblioteca de Tetuán fue inaugurada en 1982 por el alcalde Enrique Tierno Galván, dentro del edificio de la Junta Municipal, y fue una de las primeras de la red municipal de Bibliotecas del Ayuntamiento de Madrid. Era heredera de la biblioteca creada en la nueva Casa Consistorial del antiguo pueblo de Chamartín de la Rosa en 1934.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.  Sala de estudio: de lunes a viernes de 8:30 a 21 horas. En época de exámenes amplía su horario hasta la 1 de la madrugada.,servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades. señalización para personas con discapacidad intelectual mediante pictogramas.,true,true,Metro: Ventilla (línea 9),Superficie: 1.551 metros cuadrados  Puestos de lectura: 123  Puestos de Internet: 21  Puestos de la sala polivalente : 17,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=74703d0b5e71c010VgnVCM1000000b205a0aRCRD,DONOSO,PLAZA,PLAZA DONOSO 5,V,5,,,,En el Centro Cultural Eduardo Úrculo,MADRID,MADRID,28029,4,Almenara,almenara,6,Tetuan,tetuan,440857,4480052,40.46903299144094,-3.6976620067964996,91 733 90 43,,bpmariazambrano@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1752,Biblioteca Pública Municipal Miguel Delibes (moratalaz),"La Biblioteca Pública Municipal de Moratalaz fue inaugurada en el año 1986. Su primera ubicación fue dentro del parque Darwin, en unas edificaciones que la Inmobiliaria Urbis utilizó como pisos piloto para la venta de las viviendas y donó luego al Ayuntamiento. La primera instalación se concibió como un quiosco de libros de préstamo. Posteriormente se le añadió otro módulo de los pisos piloto. Con el desarrollo del distrito, se decide la construcción de una nueva biblioteca. El proyecto, firmado por la arquitecta municipal Isabel Huete Chugunowa, comprende cuatro plantas con un total de 2.012 m&amp;sup2;. Se inauguró el 18 de octubre del año 2001, en acto presidido por Don José María Álvarez del Manzano, alcalde del Ayuntamiento de Madrid. En 2010 se le da el nombre del escritor Miguel Delibes.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,Metro: Vinateros (línea 9),Superficie: 1.894 metros cuadrados  Puestos de lectura: 258  Puestos de Internet: 14  Puestos de la sala polivalente : 60,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e8f3d0b5e71c010VgnVCM1000000b205a0aRCRD,ARROYO BELINCOSO,CALLE,CALLE ARROYO BELINCOSO 11,NUM,11,,,,JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA,MADRID,MADRID,28030,4,Media Legua,media-legua,14,Moratalaz,moratalaz,444597,4473439,40.40971737692924,-3.6529822109115133,91 328 73 00,,bpmigueldelibes@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
186714,Biblioteca Pública Municipal Pablo Neruda (ciudad Lineal),"La Biblioteca Pablo Neruda fue inaugurada en septiembre de 2006 por la Concejala del Área de Las Artes. La entrada a la biblioteca está presidida por un conjunto escultórico dedicado a Pablo Neruda, del escultor Julio López Hernández. Concebido en altorrelieve y en bronce, representa al escritor escribiendo en su mesa, junto con otros elementos entresacados de su casa de 'Isla Negra'. La biblioteca es un edificio de nueva planta, exento, de tres alturas, que comparte dependencias con un Centro Día. La entrada es diáfana y luminosa y en ella se encuentra el mostrador de préstamo, la zona multimedia, la hemeroteca, la comiteca y el fondo bibliográfico. La segunda planta alberga una sección juvenil, la sala infantil, la sala de referencia y el despacho de bibliotecarios. En la tercera está la sala polivalente.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"equipos de autopréstamo. préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,Metro: Ascao (línea 7),Superficie: 1.500 metros cuadrados  Puestos de lectura: 192  Puestos de Internet: 14  Puestos de la sala polivalente: 75,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5c548d20675e010VgnVCM1000000b205a0aRCRD,ASCAO,CALLE,CALLE ASCAO 4,V,4,,,,,MADRID,MADRID,28017,2,Pueblo Nuevo,pueblo-nuevo,15,Ciudad Lineal,ciudad-lineal,445570,4475617,40.42941133441142,-3.6416899839787695,91 406 14 72,,bppabloneruda@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
